,순위,title,genre,year,date,rating,vote_count,plot,main_act,,
1205,166.0,너도 떠나보면 나를 알게 될 거야,다큐멘터리,,,6,1,"서른 살이 될 혹은 서른 살이 넘은 당신을 위한 미국에서의 일기!대중음악가 김동영의 230일간의 미국 여행기, 『너도 떠나보면 나를 알게 될 거야』. 관광경영학을 전공했으나 음반사에 취직하여 공연과 앨범을 기획한 남자가 있다. 그는 그후 '델리 스파이스' 등의 매니저로 활동했으며, <항상 엔진을 켜둘게> 등의 노래를 작사했다. 그리고 MBC FM 라디오 '서현진의 세상을 여는 아침' 등에서 음악작가로도 일했다. 그러던 어느날, 방송국에 그만나오라는 통보를 받은 그는, 가진 것을 모두 팔아 자동차 등을 사고 미국으로 훌쩍 떠난다. 서른 살이 된 자신을 위해 준비한 인생 최고의 순간이자 영광이면서도 낭비인 선물이었다. 이 책은 가질 수 없는 것, 닿을 수 없는 것에 대한 청춘의 몸부림이 쓴 230일간..",생선,,
1206,167.0,아들아 머뭇거리기에는 인생이 너무 짧다 1,다큐멘터리,,,6,1,꿈을 잃고 방황하는 젊은이들을 위한 지침서. 비전이란 도대체 어떻게 생성되는 것이며 그것을 현실 삶에서 성취하는 방법의 핵심은 무엇인가 하는 물음에 대한 해답을 자세하게 담았다.,강헌구,,
1207,168.0,퇴계선집,다큐멘터리,,,6,1,<동양문학>으로 등단한 신학교수의 아홉번째 시집. 사랑과 그리움을 노래한 시편들이다.우리나라 유학사에 두 축이 되어온 성리학과 실학을 각각 개관하고 그것을상호 비교하는 한편 각각에 해당하는 주요 사상가들을 심도있게 분석하였다.,이황,,
1208,169.0,안 보이는 사랑의 나라,다큐멘터리,,,6,1,"시인으로서는 희귀한 의사의 체험, 시인으로서는 가장 큰 갈등인 외국 생활이 기본 모티프가 되는 그의 시들은 그러나 격렬한 체험들을 아름답고 따뜻하며 착한 서정으로 수용, 맑은 지성과 세련된 언어로 승화시킨다. 이 시집은 원숙한 경지에 이르러 오히려 더욱 참신해지는 이 같은 시세계의 결정체이다.",마종기,,
1209,170.0,무량수전 배흘림기둥에 기대서서,다큐멘터리,,,6,1,"국립중앙박물관장을 지낸 고 최순우씨가 쓴 우리의 문화 유산 해설서. 부석사 무량수전 등 건축물을 비롯해 불상, 금속공예, 백자, 회화에 이르기까지 장르별 우리 문화유산 대표작들을 도판과 함께 해설했다. 문화재들을 설명하는 저자의 맛깔스런 입담이 한국적인 것의 아름다움을 더욱 느끼게 한다.",최순우,,
1210,171.0,헬렌 니어링의 소박한 밥상,다큐멘터리,,,6,1,"스코트 니어링의 아내이자 미국의 유명한 자연주의자로 국내에도 널리 소개된 헬렌 니어링의 요리책. 조화로운 삶을 지향하는 사람들을 위해 말년의 저자가 자상하게 일러 주는 '요리 없는 요리책'이다. 니어링 부부는 반세기가 넘는 세월을 자급자족하며 자본주의 사회에 적극 대항하는 자연 친화적인 삶의 모범을 보여주었다. 그들은 50년 동안 한 번도 의사를 찾은 일이 없었으며, 죽기 직전까지 건강하고 풍요로운 삶을 영위했다. 우리는 이 책을 통해 반세기가 넘는 세월 동안 니어링 부부의 육체와 정신을 건강하게 살려 준 조화로운 음식의 참모습을 접하게 된다. 더불어 요리와 음식에 대한 헬렌 니어링의 독특한 철학을 접할 수 있다. 이 책에서 우리는 혀가 아닌 우리의 몸, 몸뿐 아니라 우리의 정신 또한 배불리 먹이는 '진짜 ..",헬런 니어링,,
1211,172.0,나의 문화유산답사기 1,다큐멘터리,,,6,1,"우리 국토는 그 자체가 박물관이라 할 정도로 문화유산의 보고이다. 우리가 무심히 지나칠 뿐 별다른 의미를 못 느끼는 유적들을 꼼꼼히 답사하면서 저자는 진주를 캐내듯 산하에 스민 역사의 자취와 누대의 숨결을 발굴하여, 해박한 지식과 탁월한 이야기 솜씨로 풀어놓는다. 종횡으로 얽히고 설킨 유적의 신비를 뒤얽힌 실타래를 풀어내듯 명료하게 해설해가는 이 답사기는 그 자체가 바로 새로운 문화창조라 할 만하다.",유홍준,,
1212,173.0,넬슨 만델라 평전,다큐멘터리,,,6,1,삶과 이상을 일치시킨 참다운 영웅의 궤적을 담은『넬슨 만델라 평전』. 남아프리카의 악명높은 인종 차별 정책인 '아파르트헤이트'에 맞서 흑인 인권 운동과 인간 평등을 위해 온 생애를 바쳐 투쟁한 넬슨 만델라의 일대기를 보여준다.노벨 평화상을 수상하고 남아프리카 최초의 흑인 대통령이 되어 평화 민주주의를 실현한 넬슨의 모습과 현재에도 세계 평화와 인권운동의 정신적 지도자로 활동하는 삶을 통해 자유와 민주주의에 대한 헌신을 그려낸다. '역사인물찾기' 제23권. 양장제본.,자크 랑,,
1213,174.0,오규원 시전집 1,다큐멘터리,,,6,1,"오규원의 첫번째 시전집. 여러 내용의 시들과 자세한 설명으로 구성되어 있다. <겨울숲을 바라보며 완전히 벗어버린 이 스산한 그러나 느닷없이 죄를 얻어 우리를 아름답게 하는 겨울의 한순간을 들판에서 만난다. 누구나 함부로 벗어버릴 수 있는 것은 아니다. 더욱 누구나 함부로 완전히 벗어버릴 수 없는 이 처참한 선택을 겨울숲을 바라보며, 벗어버린 나무들을 보며, 나는 이곳에서 인간이기 때문에 한 벌의 죄를 더 얻는다. 한 벌의 죄를 더 겹쳐 입고 겨울의 들판에 선 나는 종일 죄, 죄, 죄 하며 내리는 눈보라 속에 놓인다.> - <겨울숲을 바라보며> 중에서.",오규원,,
1214,175.0,행복의 건축,다큐멘터리,,,6,1,"건축에서 행복을 찾아내다!일상의 철학자 알랭 드 보통의 『행복의 건축』. 그동안 사랑, 문학, 여행, 철학, 불안 등의 영역에서 특유의 명민함과 유쾌함이 담긴 글쓰기를 해온 저자가, 아웃사이더로서 건축의 영역을 탐구하여 찾아낸 행복을 제시한다. 우리가 알고 있지만 제대로 이해하지는 못하는 영역에 대해 명쾌하게 설명해주는 저자의 특징이 그대로 녹아 있다. 이 책은 '장소가 달라지면 나쁜 쪽이든, 좋은 쪽이든 사람도 달라진다'라는 관념을 제시하면서 시작한다. 우리가 살아가는 공간을 기능적이며 아름답게 만들어내는 건축에 대해 유머러스하게 이야기하면서, 건축이 나름의 방식으로 우리의 행복에 영향을 주고 있음을 증명하고 있다. 저자는 건축을 제대로 이해하고 감상하는 것은 무의미하지 않으며, 도시 전체를 이해하기 위해..",알랭 드 보통,,
1215,176.0,행복한 사람 타샤 튜더,다큐멘터리,,,6,1,"미국을 대표하는 작가 타샤 튜더의 에세이. <비밀의 화원>과 <소공녀>의 그림을 그리는 등 70여 년동안 100여 권이 넘는 그림책을 출간하고 2번이나 칼테콧 상을 수상한 저자는 미국인이 가장 사랑하는 작가다. 그리고 저자는 독특한 라이프스타일로도 널리 알려져 있다. 버몬트 주의 시골에서 30만 평이나 되는 전원풍 정원을 가꾸며 자급자족의 생활을 하고 있기 때문이다. 올해 91세인 저자는 버몬트 주의 시골에서 자연적인 삶이 인간으로서 당연하다고 여기며 자연과 함께 혼자 살아가고 있다. 19세기 생활을 좋아해서 그 시대의 옷을 입고, 직접 키운 염소의 젖을 짜서 치즈를 만들어 먹고, 베틀로 천을 짜서 옷을 만들고, 장작을 지펴야 하는 스토브로 요리를 하고, 자신이 키우는 식물과 동물을 소..",타샤 튜더,,
1216,177.0,자전거 여행 1,다큐멘터리,,,6,1,"<시사저널> 편집국장이 쓴 자전거 여행서. 1999년 가을부터 2000년 여름까지 자전거 풍륜을 타고 꽃피는 해안선 여수 돌산도 향일암부터 지옥 속의 낙원 소쇄원, 망월동의 봄 광주, 선암사, 경주 감포 등 전국의 산천으로 누비고 다닌 이야기를 원색 사진과 함께 담았다.",김훈,,
1217,178.0,전태일평전,다큐멘터리,,,6,1,"이 결단을 두고 얼마나 오랜 시간을 망설이고 괴로워했던가? 지금 이 시각 완전에 가까운 결단을 내렸다. 나는 돌아가야 한다. 꼭 돌아가야 한다.... 내 죽음을 헛되이 말라며 노동자의 권리를 찾기 위해 온 몸에 석유를 뿌리고 평화시장 한복판에서 분신자살한, 평화 시장 젊은 노동자 전태일의 생애를 담았다. 우리 나라 역사에 노동 운동의 불꽃으로 기록된 전태일이 끼친 사회적인 영향력에 관해서도 간단하게 언급했다.",조영래,,
1218,179.0,나는 왜 너가 아니고 나인가,다큐멘터리,,,6,1,"""우리가 어떻게 공기를 사고팔 수 있단 말인가? 대지의 따뜻함을 어떻게 사고판단 말인가? 부드러운 공기와 재잘거리는 시냇물을 우리가 어떻게 소유할 수 있으며, 또한 소유하지도 않은 것을 어떻게 사고팔 수 있는가? 햇살 속에 반짝이는 소나무들, 모래사장, 검은 숲에 걸린 안개, 눈길 닿는 모든 곳, 잉잉대는 꿀벌 한 마리까지도 우리의 기억과 가슴속에서는 모두가 신성한 것들이다. 그것들은 우리 얼굴 붉은 사람들의 기억 속에 고스란히 살아 있다. 우리는 대지의 일부분이며, 대지는 우리의 일부분이다……."" '인디언 연설문' 중에서 가장 유명한 시애틀 추장의 연설이다. 이 연설은 미국 땅을 점령한 백인들이 그곳에 살던 원주민들을 강요된 보호구역으로 밀어 넣기 위해 시애틀의 '퓨젓 사운드'에 도착했을 때 행해진 것으로..",류시화,,
1219,180.0,그때 카파의 손은 떨리고 있었다,다큐멘터리,,,9,221,"죽음을 두려워하지 않는 투철한 기자정신을 담다!포토저널리스트이자 보도사진 에이전시 매그넘의 창시자인 로버트 카파의 2차대전 종군기. 18세 되던 해에 조국 헝가리에서 좌익활동을 이유로 추방돼 건너간 독일에서 사진을 배운 이후 카파는 모두 다섯 차례의 전쟁, 즉 스페인내전, 중일전쟁, 2차대전, 중동전쟁, 인도차이나전쟁을 취재한다. 모든 전장에서 병사보다 더 적진 가까이에 다가가서 촬영하는 행동으로 유명했던 카파는 1954년 41세의 나이로 인도차이나전을 취재하러 갔다가 베트남에서 지뢰를 밟고 폭사하면서, ‘죽음을 두려워하지 않는 투철한 기자정신’이라는 뜻의 ‘카파이즘’이란 단어와 함께 보도사진계의 신화로 남았다.이 책은 2차대전 발발 이후 미국으로 건너가 적국인으로서 무료하고 숨막히는 나날을 보내던 카파가 ..",로버트 카파,,
1220,181.0,"오라, 거짓 사랑아",다큐멘터리,,,6,1,중견 여류 시인의 사랑을 노래한 시집. 사랑의 기쁨과 슬픔을 섬세한 언어로 노래하고 있는 70여 편의 시를 수록했다. <누구에게 무릎을 꿇어야 하나 반갑고 눈물겨워 하늘 향해 처녀의 손을 바친다 젊은 날 사랑에 넘어져 온몸 뜨거울 적마다 백설기에 촛불 켜고 두 손 비비던 어머니의 기도가 하늘로 올라가...> - 첫눈 온 날 중에서,문정희,,
1221,182.0,젊은 여성을 위한 인생론,다큐멘터리,,,6,1,책으로 만나는 새로운 세상,펄벅,,
1222,183.0,빌 클린턴의 마이 라이프 1,다큐멘터리,,,6,1,"<빌 클린턴의 마이 라이프>는 그의 일과 이상이 개인과 미국, 그리고 전 세계에 미친 긍정적인 영향을 증언한다. 절정의 순간과 위기만이 아니라, 대통령의 직무에 관해 일상적으로 터지는 문제들, 갈등, 좌절, 성취까지 망라하여 완전하고 구체적이고 섬세하게 묘사한다. 이 책은 그를 반대하는 극우파들이 획책한 무자비한 공격을 받았던 대통령, 결국 그 공격에서 살아남고 나아가 승리를 거둔 진보 대통령의 흥미진진한 이야기이다. 이 책에는 한 위대한 국가적ㆍ국제적 인물의 삶이 그 재능, 모순과 함께 온전하게 드러나고 있다.",빌 클린턴,,
1223,184.0,인연,다큐멘터리,,,9,221,"<인연>은 '수필'하면 떠오르는 이름인 금아 피천득 선생의 수필집이다. 교과서에도 실렸던 아사꼬와의 이야기 '인연'부터, '수필은 청자 연적이다...'로 시작하는 '수필', '내가 늙고 서영이가 크면 눈 내리는 서울 거리를 같이 걷고 싶다'로 끝나는 '나의 사랑하는 생활'까지.이 단아하고 정결한 문체의 수필 80여편 중 단 한 편이라도 읽어보지 못한 사람이 있을까. '수필'이란 것이 자꾸만 잡문으로 여겨져 한옆으로 치워지는 세상에서 다시 읽는 <인연>은 교과서를 통해 읽는 것보다 훨씬 아름답다.",피천득,,
1224,185.0,대화,다큐멘터리,,,6,1,"슬픔으로 씻기고, 사랑으로 비우다!삶의 빈 자리에 지혜의 울림을 담아내는 대담집, 『대화』. 거짓 없이 현재를 치열하게 기록하는 소설가 박완서와 빈 마음에 투명한 시를 채워 주는 시인 이해인, 내면의 빛을 통해 생명의 근원에 다가서는 화가 방혜자와 격동의 시간에 용기 있는 지성의 삶을 개척한 사학자 이인호 등 우리 시대를 넓은 마음으로 감싸는 여성 지성 4명의 목소리를 담고 있다. 여성들의 스승이며, 역할 모델인 그들은 이 책을 통해 자신을 성장시켜 온 경험은 물론, 그동안 털어놓을 기회가 없었던 여성으로서의 심정, 개인적인 갈등과 아픔, 그리고 소중한 인연 등에 대해서도 솔직하게 들려주고 있다. 그들의 목소리는 우리 모두의 어머니인 땅의 목소리처럼 부드럽고 단호하게 우리의 마르고 거친 삶을 위로하며 일깨워..","박완서, 방혜자, 이인호, 이해인",,
1225,186.0,한국인의 의식구조 1,다큐멘터리,,,6,1,"의식주와 일상 생활에서 나타나는 한국인의 감정,사고 방식,표현 양태를 분석하고,한국인의 의식구조를 극명하게 파헤친 에세이식 칼럼집. <꿈보다는 해몽이 좋아>,<타인을 따라야 일단 안심> 등 70여 편의 글을 통해 한국인의 다양한 의식구조와 동질성을 살폈다.",이규태,,
1226,187.0,100편의 사랑 소네트,다큐멘터리,,,6,1,칠레의 대표 시인 파블로 네루다가 세번째 부인 마틸데 우루티아에게 바친 사랑의 소네트. 정현종 시인의 번역으로 출간되었다. 영화 「일 포스티노」에서 네루다는 부인과 한적한 은둔 생활을 하는 낭만적인 시인으로 그려졌다. 그 영화에서 네루다와 함께 칠레의 해변을 거닐었던 여인이 바로 세번째 부인인 우루티아. 부인과 함께 춤을 즐기고 사랑하는 데 온 정열을 쏟던 그 남자는 세계적 민중 시인이라 일컫는 네루다였다. 이 시집은 「일 포스티노」에서처럼 낭만적이고 정열적인 그의 모습을 엿보게 한다. '내 사랑하는 아내여. 이 작품들을 당신에게 바치며 느끼는 행복감은 사바나처럼 광활하다'. 서문에서 적은 네루다의 고백이다. 그러나 이 고백도 앞으로 읽게 될 100편의 소네트에 비하면 가장 얌전한 축에 속한다. 사랑의 기쁨..,파블로 네루다,,
1227,188.0,김소월 시전집,다큐멘터리,,,6,1,"정본 김소월 시선집. 일제 강점기에 우리 민족 본원의 서정성을 우리 말과 가락에 담아낸 민족시인 김소월. <진달래꽃>, <소월시초> 외에 신문과 잡지에 실린 김소월 시 전 작품의 텍스트를 바탕으로 그 정본을 바로잡고 있다. 또한, 책의 말미에 실린 김소월 시의 주요 어휘에 대한 해설을 통해 김소월 시의 새로운 독법을 제시한다. <양장제본>",권영민,,
1228,189.0,소년의 눈물,다큐멘터리,,,6,1,"재일조선인 2세로 태어나 일본 에세이스트클럽상, 마르코폴로상 을 수상한 서경식, 그가 오래된 책더미에서 찾아낸 유년의기억과 성정의 통증을 지닌 에세이집. 1960년대 제일교포들이 살아온 삶의 현장, 일본사회의 주류를 향해 소수자들이 품고 있을 굴절된 심정, 또 흡사 짝사랑과도 같은, 조국을 향한 그 복잡다단한 애증의 추억들이 잘 나타나있다.",서경식,,
1229,190.0,Love & Free,다큐멘터리,,,6,1,"8월 3일부터 31일까지 구매하신 분들 중 1분을 추첨해 40만원 상당의 디지털 카메라를, 20분을 추첨해 5,000원의 사이버머니를 드립니다.",다카하시 아유무,,
1230,191.0,정약용과 그의 형제들 1,다큐멘터리,,,6,1,"역사평론가 이덕일의 조선후기 인물사 3부작의 완결편. 시대의 절망을 딛고 민중에 대한 사랑을 키워나간 정약전, 고문 끝에 목이 잘리면서도 신앙을 지켜낸 정약종, 지배 권력의 공격 속에서 좌초된 꿈을 학문으로 승화시킨 정약용은 닫힌 시대에서 열린 사회를 지향했다는 이유로 저주를 받고 비참하게 죽어갔다. 이 책은 당대 현실에서 우러나온 실학과 선진 과학문물, 그리고 인간중심의 새로운 사상으로 침몰해가는 조선사회를 규명하려 했던 정약용과 형제들의 파란만장한 일대기를 서술하고 있다. 정약용의 탄생부터 죽음까지, 그 시대, 그 시대의 인물들의 이데올로기가 펼쳐진다. , <정약용과 그의 형제들> 제 1 권, 새 시대를 열어간 사람들.",이덕일,,
1231,192.0,자전거 여행 1,다큐멘터리,,,6,1,"자전거로 우리 땅의 풍경을 누비다!소설 <칼의 노래>의 저자 김훈의 에세이, 『자전거 여행』. 개정판. 1999년 가을부터 2000년 여름까지 '풍륜(風輪)'이라는 이름의 자전거를 타고 우리나라 곳곳을 순례한 저자의 자전거 여행기다. 언어의 주술사로 불리는 저자가 자전거 두 바퀴에 담아온 우리 땅의 풍경을 진실한 언어로 되살려낸다. 이 책은 저자와 그의 자전거가 발견해낸 아름다운 우리 땅의 풍경은 물론, 이웃의 정을 풀어놓고 있다. 아울러 역사의 위인부터 분교의 아이까지 인간의 흔적을 되돌아보면서, 생태학, 지리학, 역사학, 인류학, 종교학을 다룬다. 사진가 이강빈이 촬영한 우리 땅의 풍경을 곳곳에 담아내 우리의 감성을 풍요롭게 하고 있다.저자는 자전거를 타면서 흘린 땀으로 우리의 일상생활 속에 ..",김훈,,
1232,193.0,젊은 시인에게 보내는 편지,다큐멘터리,,,9,221,"릴케의 <젊은 시인에게 보내는 편지>. 이 작품은 1929년에 출간된 릴케의 서한집으로, 릴케가 시인 프란츠 크사버 카프스에게 보낸 열 통 남짓의 편지를 묶은 것이다. 존재의 근본문제, 신, 사랑, 죽음, 예술, 구체적인 미적/시적 물음 등에 대한 릴케 자신의 사상이 펼쳐져 있다.",라이너 마리아 릴케,,
1233,194.0,그러나 나는 살아가리라,다큐멘터리,,,6,1,"MBC 느낌표 선정도서. ""가장 가벼운 짐"", ""크나큰 침묵""등의 시집을 낸 시인의 산문집. 그동안 각종 문예지, 소설집 발문 등으로 발표했던 생활사, 문단과 문학, 가족사, 시작 메모, 아포리즘 등 다양한 소재와 형식의 산문들을 모았다. 생활고와의 정직한 싸움 속에서 낳은, 치열하면서도 넉넉한 산문 속에는 자기 아픔 속에 파묻히지 않고 그 아픔으로 더 아픈 이웃을 감싸안으려는 따뜻한 사랑이 숨쉬고 있다.",유용주,,
1234,195.0,0.1그램의 희망,다큐멘터리,,,6,1,"한국의 '스티븐 호킹' 이상묵 서울대 교수전신마비의 장애를 딛고 삶의 희망을 쏘아 올리다!<뉴욕 타임스>, <인터내셔널 헤럴드 트리뷴> 등 세계적 언론이 주목한 인간 승리의 드라마가 책으로 출간되었다. 『0.1그램의 희망』은 MIT 출신의 해양학 박사 '이상묵' 서울대 교수의 감동적인 인생 역정을 담은 이야기이다. 전신마비에 굴하지 않고 인간이 얼마만큼 강해질 수 있는지를 보여준 이상묵 교수의 긍정적인 삶의 모습을 담았다. 그는 교수로서, 학자로서, 장애인의 재활과 독립을 돕는 여러 사업에도 참여하면서 왕성한 활동을 하고 있다.  한국에서 불모지나 다름없었던 해양학에 대한 열정 하나로, 많은 업적을 쌓으며 연구에 몰두했던 세계적 과학자에게 일어난 비극적인 사고. 미국 캘리포니아 공과대학..","이상묵, 강인식",,
1235,196.0,페기 구겐하임,다큐멘터리,,,6,1,"20세기 위대한 예술가와 그의 작품 세계를 조망하는『현대 예술의 거장』시리즈 제11권. 20세기 현대 미술계의 전설적인 컬렉터인 페기 구겐하임의 생애를 다룬 전기이다. 대표적인 후원가이자 수집가였던 페기 구겐하임은 뉴욕 '구겐하임 미술관'의 창시자인 솔로몬 구겐하임의 조카딸로 20세기 서양미술의 산 역사라고 할 수 있다. 그녀는 재능 있는 신예 화가들을 발굴하고 후원하여 미국 미술계에 활력을 불어넣었다.이 책은 페기 구겐하임의 가족과 친구와의 인터뷰, 그리고 방대한 자료 조사를 통해 명문가에서 태어났으나 자신의 주어진 삶에 안주하지 않고 스스로 삶을 개척하며 미술의 중심 무대를 유럽에서 미국으로 옮겨 놓은 데 결정적인 역할을 했던 한 여인의 삶을 고스란히 전해준다. 예술가들과의 교류를 통해 예술을 배우고 그..",메리 V. 디어본,,
1236,197.0,하루키의 여행법,다큐멘터리,,,6,1,"<상실의 시대>,<태엽 감는 새> 등을 펴낸 일본 인기작가가 귀중한 글쓰기 수업이 되는 여행기를 사진과 함께 수록한 책. 작가 배우들의 조용한 성지-이스트햄프턴을 비롯해 멕시코 대여행,우동 맛여행,노몬한의 철의 묘지,고베까지의 도보여행 등을 기록했다.",무라카미 하루키,,
1237,198.0,나는 희망의 증거가 되고 싶다,다큐멘터리,,,6,1,"절망하고 있는 사람들에게 희망의 증거가 되어주는 서진규의 자전적 에세이. <내 앞을 가로막은 벽, 그것이 내가 열어야 할 문이었다>, <나를 파악하고 나를 장악하는 것>, <꿈은, 이루어지기 전까지는, 꿈꾸는 사람을 가혹하게 다룬다> 등으로 삶의 가장 낮은 곳에서 지핀 꿈이 '희망의 증거'가 된 과정을 담고 있다.저자는 주어진 현실에 안주하지 않고 꿈을 이루기 위해 도전해 어머니로서, 군인으로서, 학자로서 '희망의 증거'가 되었다. 이 책은 저자의 삶을 통해 당장은 길이 보이지 않지만, 꿈과 용기를 가지고 도전하다 보면 길이 나타난다는 것을 보여주고 있다. 또한 자신의 꿈을 막고 있는 벽에 도전하려는 젊은이에게 삶의 좌표를 제시한다. 1948년 어촌에서 태어난 저자는 고등학교..",서진규,,
1238,199.0,그 섬에 내가 있었네,다큐멘터리,,,6,1,"김영갑의 2주기를 추모하며…….루게릭병으로 6년간 투병생활을 하다가 2005년 세상을 떠난 사진작가 김영갑의 포토에세이집, 『그 섬에 내가 있었네』. 1985년 사진 작업을 하던 제주도에 매혹되어 그곳에 정착했다. 어느날부터 사진을 찍을 때면 셔터를 눌러야 할 손이 떨리기 시작했다. 루게릭병이라는 진단을 받았다. 병원에서는 3년을 넘기기 어렵다고 말했다. 하지만 절망하지 않고 2002년 폐교를 고쳐 갤러리 '두모악'을 열었다. 그리고 투병생활을 한지 6년만인 2005년, 병원이 말한 3년의 두 배를 살고 세상을 떠났다. 뼈는 갤러리 '두모악'에 뿌려졌다. 그래서 지금, 저자는 자신이 사랑한 제주도에 영원히 머물게 되었다.이 책은 저자가 투병생활 5년째인 2004년에 출간한 <그 섬에 내가 있었네>..",김영갑,,
1239,200.0,빌 클린턴의 마이 라이프 2,다큐멘터리,,,6,1,"미국 전 대통령이었던 빌 클린턴의 자서전 두번째 책. 유복자로 태어나 계부하에서 자랐던 어린시절로부터 인턴 보좌관으로 일했던 대학시절, 힐러리와의 연애와 결혼, 대통령 당선까지를 1권에서 다루고 있고, 2권에는 정권인수와 취임초기의 일들, 중동평화협상, 남북한문제, 공화당의 비판과 견제에 대한 이야기와 재선에 성공하기까지의 과정, 루윈스키 사건 등, 정치적·개인적 곡절과 대통령 임기동안의 국내외 정세에 대해 어떻게 생각하고 대응했는가에 대해 담았다.",빌 클린턴,,
1240,201.0,플래닛 워커,다큐멘터리,,,6,1,"007년 노틸러스 북 어워드 GRAND WINNER 수상작!한번에 한 걸음씩 세상을 바꿔 나가는 아름다운 여정기. 1971년 1월 16일, 샌프란시스코 만에서 일어난 기름유출사고는 '존 프란시스'에게 일생일대의 변화를 가져왔다. 기름유출 사고에서 오염된 환경을 다시 살리기 위해 노력했지만, 이를 계기로 주어진 것을 누리기만 하는 삶에 대해 의문을 품게 되고 지구에 대한 책임있는 행동을 시작하기로 결심한다.그 행동의 첫 시작으로, 그는 더 이상 자동차를 타지 않고 걸어다니기 시작한다. 그리고 몇달 뒤 존 프란시스는 침묵을 맹세하게 되고 이후 17년 동안 말을 하지 많았다. 『아름다운 지구인 플래닛 워커』는 22년 간의 도보여행과 17년 간의 침묵여행을 통해 자연의 본연의 모습을 재발견한 사람의 이야기이다. 태..",존 프란시스,,
1241,202.0,제국으로 가는 긴 여정,다큐멘터리,,,6,1,"삼국에서 초당까지 각기 다른 주제의 글 25편을 엮어 낸 3권의 책 중 제3권(북조ㆍ수ㆍ초당 시대). 저자가 직접 현장답사를 한 여행기와 중국의 시대사의 조합하여 써낸 글로, 특히 그동안 많이 다뤄지지 않고, 특징없는 과도기로만 평가되던 위진남북조 시기에 많은 부분을 할애하였다. 위진남북조 시기는 단지 혼란과 불안정의 시대가 아니라 '대당제국'을 만들어내기위한 시기였고, 중국 문화 및 중국 민족의 형성과 발전에 기여를 한 시기였기 때문에 중요하다. ♧저자소개지은이 박한제1946년 경남 진주에서 출생하여, 서울대학교 동양사학과를 졸업하고 같은 대학원에서 석사 및 박사학위를 받았다. 1990년부터 2년간 일본학술진흥회 초청으로 오차노미즈 여대에서, 그리고 대만 교육부 초청으로 한학연구중심에서 연구했다. 1996..",박한제,,
1242,203.0,세 잔의 차,다큐멘터리,,,6,1,"히말라야 산골마을 사람들과 차 세 잔을 마시고 가족이 되어 78개의 학교를 세운 한 등반가의 이야기를 담은 책. 히말라야 산간마을 사람들과의 작은 인연으로 시작된 기적과도 같은 학교 짓기 여정을 기록한 것으로, 타임지가 선정한 올해의 아시아 책, 2007년 키리야마상 등의 영예를 안았으며, 29개 언어로 번역·출판되었다.여동생의 죽음을 기리기 위해 세계에서 두 번째로 높은 K2 등정에 오른 그레그 모텐슨은 조난을 당한다. 생사의 기로에 서 있을 때 히말라야 발치의 작은 마을 코르페 사람들이 그를 구조한다. 한 달 넘게 그곳 사람들의 친절과 보살핌 속에서 건강을 회복한 모텐슨은 마을사람들에게 한 가지 소원을 들어주겠다고 말한다. 그러자 마을사람들은 자신들이 바라는 것은 자신들의 아이들이 학교에 다니는 것이라고..","그레그 모텐슨, 데이비드 올리버 렐린",,
1243,204.0,"자거라, 네 슬픔아",다큐멘터리,,,6,1,"사진 한 장 속에 숨겨진 긴 이야기!세세한 문체로 감성적 작품을 발표해온 소설가 신경숙과 한국현대사진의 새로운 장르를 개척해온 사진작가 구본창의 사진이 만난 포토 에세이 『자거라, 네 슬픔아』. 2003년 5월부터 7월까지 [문화일보]에 연재한 글을 다듬어 수록하고 있다. 아울러 연재되지 않은 글도 담아냈다. 이 책은 신경숙이 구본창의 사진을 보며 자신의 아련하고 소소한 추억을 고백하는 형식으로 구성되어 있다. 비현실적인 아름다움을 지닌 연꽃을 든 손을 찍은 사진을 보고는, 아름다움을 멀리하는 것처럼 보여왔던 어머니의 마지막 가는 길을 향한 순박한 화려함을 기억해내는 등 신경숙의 추억은 구본창의 사진 속에서 생생하게 묘사되어진다. 이처럼 누군가 자다가 일어나 흐트러진 이불, 기차 안에서 바라본 기찻길, 비밀..",신경숙,,
1244,205.0,영웅시대의 빛과 그늘,다큐멘터리,,,6,1,"삼국에서 초당까지 각기 다른 주제의 글 25편을 엮어 낸 3권의 책 중 제1권(삼국ㆍ오호십육국 시대). 저자가 직접 현장답사를 한 여행기와 중국의 시대사의 조합하여 써낸 글로, 특히 그동안 많이 다뤄지지 않고, 특징없는 과도기로만 평가되던 위진남북조 시기에 많은 부분을 할애하였다. 위진남북조 시기는 단지 혼란과 불안정의 시대가 아니라 '대당제국'을 만들어내기위한 시기였고, 중국 문화 및 중국 민족의 형성과 발전에 기여를 한 시기였기 때문에 중요하다. ♧저자소개지은이 박한제1946년 경남 진주에서 출생하여, 서울대학교 동양사학과를 졸업하고 같은 대학원에서 석사 및 박사학위를 받았다. 1990년부터 2년간 일본학술진흥회 초청으로 오차노미즈 여대에서, 그리고 대만 교육부 초청으로 한학연구중심에서 연구했다. 199..",박한제,,
