,순위,책이름,저자,줄거리
367,368,윤리형이상학 정초,임마누엘 칸트,"<윤리형이상학 정초>(1785)는 도덕철학을 주제로 한 칸트의 주요 저술 중 첫 번째 것으로, <순수이성비판>(1781, 1787)과 <실천이성비판>(1788) 사이에 출간된 것이다. 이 책은 <실천이성비판>과 내용과 소재가 매우 닮아 있는 자매관계를 이루고 있다. 당초에 이 책은, 윤리 형이상학을 세우기 위한 인간의 순수한 실천 이성 능력에 대한 비판이라는 과제를 위해 저술되었다. 그러나 칸트는 여전히 서로 다르게 사용되는 이성을 '공동의 원리'를 가지고서 통일함이 없이도 1788년에는 <실천이성비판>이라는 제목의 책을 별도로 내놓았다. 그것은 <윤리형이상학 정초>외에 '윤리 형이상학' 정초를 위한 보완 내지는 재작업이 필요하다고 느꼈음을 뜻.."
368,369,역사의 연구,아놀드 조셉 토인비,"국가 단위 역사관과 서유럽문명을 중심으로 하는 문명관을 극복하고, 세계사에 21개의 문명권을 설정하여 그 가치와 의미를 다룬 책. 문명발생의 계기로 ‘도전과 응전’이라는 원리를 도입함으로써 문명의 발생·성장·쇠퇴·해체의 주기적인 과정을 해명하고 있다.지은이 토인비는 자신의 민족적 체험이나 이해에만 눈을 돌리는 것이 아니라, 세계사적인 깊이와 눈으로 문제의 본질과 무게를 가늠하려 한다. 지은이가 보기에 전반적인 현대 문명의 위기에 대한 발언은 그 어느 것이나 세계사적인 배경에서 해명되어야 하는 것들이었다.역사학자로서의 진지한 동기, 넓은 시야로부터의 고찰, 문제의 본질을 파악하는 통찰, 비지배적 소수자로서 학대되고 억압된 사람들에 대한 공감등이 어우러졌다고 평가받는 이 책은 토인비의 역사가로서의 생각이 집약된.."
369,370,호모 노마드 유목하는 인간,자크 아탈리,"유목민의 시각으로 인류의 문명사를 새롭게 조명한 자크 아탈리의 대표적인 역사서. 디지털 노마드 시대인 21세기 인류의 흐름을 담은 전망서라고도 할 수 있다. 노마드를 야만과 무지의 역사로 폄하하는 정착민의 사관을 부정하고 방대한 사료 분석과 역사 연구를 통해 인류의 문명을 재조명하고 있다. 이 책은 오스트랄로피테쿠스에서 하이퍼 노마드까지, 유목민이 어떻게 세상을 변화시켜왔고 또 변화시킬 것인지 살펴본다. 저자는 유목이 21세기의 필연적인 패러다임이라고 말하며 노마드와 정착민이 대치하는 세계가 아닌, 누구든 노마드이면서 정착민이 될 수 있는 미래를 설계해야 한다고 강조한다."
370,371,정약용의 철학,백민정,"자신만의 고유한 체계 속에 다양한 관점들을 융합시킨 '다산 정약용'다산 정약용의 철학 체계를 종합적으로 살펴보는 연구서 <정약용의 철학>. 저자의 학위논문인 '정약용 철학의 형성과 체계에 관한 연구'를 토대로 수정 정리한 책이다. 다산을 단순히 실학의 집대성자로 보는 견해를 문제 삼으며, 그의 진정한 위대함을 더 깊은 곳에서 찾으려고 시도하였다. 즉, 정약용은 19세기 동아시아에 유행했던 다양한 철학적 경향들을 비판적으로 종합한 '철학의 집대성자'였다는 것이다.제1부에서는 먼저 주자학과 서학의 사유 체계가 어떻게 구성되어 있는지를 살펴본 후, 정약용의 '서학 수용과 주자학 비판' 및 '주자학의 부분적 수용과 서학에 대한 거리 두기'를 함께 다루고 있다. 제2부에서는 정약용 철학 체계의 고유성을 해.."
371,372,꿈의 세계와 파국,수전 벅모스,"발터 벤야민의 시각으로 20세기에 동구와 서구에서 전개된 대중유토피아의 등장과 쇠퇴를 그린다. 발터 벤야민을 연구해온 수잔 벅-모스는 발터 벤야민의 삶과 사상과 글을 자기의 시선으로 내면화시켜서, 자신이 살아 왔던 시대와 사회의 특징을 형상화시킨다. 벤야민이 19세기의 파리와 베를린을 묘사했다면, 수잔 벅-모스는 20세기의 모스크바와 뉴욕을 그려낸다. 벅-모스가 그려낸 이야기 속에는 “혁명의 정치에서부터 아방가르드 예술, 대중오락에서부터 산업 노동, 집합행동에서부터 가정의 프라이버시에 이르기까지” 역사적인 사건과 이슈들이 망라되어 있다. 그녀의 이야기는 동구와 서구에서 한 시대를 풍미했던 근대성에 대한 통찰이 있다. 지난 20세기를 현재의 국면에서 보면, 동구와 서구는 존재했던 문화적 형태들이 상당히 무시무.."
372,373,삶은 문제해결의 연속이다,칼 포퍼,"칼 포퍼가 21세기 지성인에게 던지는 메시지를 담은 <삶은 문제해결의 연속이다>.「열린사회와 그 적들」「탐구의 논리」의 비판적 합리주의자 칼 포퍼가 쓴 소고들을 묶은 책이다. 20세기 격동의 역사를 온몸으로 산 그가 인생의 마지막 25년 동안 에세이 형식으로 자신의 철학을 간추린 글들을 만날 수 있다. 이 책은 칼 포퍼의 과학이론과 세계관, 역사관, 정치관을 편안하게 읽을 수 있도록 전해준다. 과학자를 포함한 지식인들의 연구와 삶의 자세에 대해 이야기한다. 1부에는 역사와 정치에 관해 칼 포퍼가 그때그때 작성한 원고들을 수록하였다. 2부에는 주로 생물학, 그리고 아무리 파고들어도 끝이 없는 지구의 생명체들을 논한 원고들을 수록하였다."
373,374,박세당의 노자,박세당,"유학의 시대, 주류의 학문에 몸담고 있던 실학자 박세당이 새롭게 이해한 <도덕경>의 세계. 이 안에서 그는 본질보다 형식에 치우쳤던 당시 조선의 유학자들에게 질박한 도의 실질을 강조하는 태도를 줄곧 견지하였다. 하지만 여전히 도덕적 가치를 중시하는 유학의 근본 정신을 버리지 않았던 박세당의 눈을 통해 완전히 새로운 노자 읽기를 경험할 수 있다."
374,375,"괴델, 에셔, 바흐 상",더글라스 호프스태터,"근대 지성사의 중요한 사상들을 독창적인 방법으로 통합한 책. 전산과학의 개척자인 앨런 튜링이 기계에도 '사고'가 존재하는지의 여부를 입증하기 위해서 도입한 그 유명한 ""튜링-테스트'을 필두로 해서 인공지능에 대한 간략한 역사를 설명한 <제18장:인공지능:회고> 등 전체 20개 장에 걸쳐 근대 지성사의 중요한 사상들을 독특한 방법으로 통합하여 다뤘다. 전2권."
375,376,유혹의 심리학,파트릭 르무안,"사랑과 유혹의 메커니즘을 선명하게 보여주는 책. 유혹을 파헤치되 사랑을 훼손하지 않는 프랑스의 정신병리학자 파트릭 르무안의 저작이다. 발랄하면서도 날카로운 지적 유희와 분석을 통해 사랑과 유혹 본연의 모습을 과학적이고도 흥미진진하게 풀어내고 있다.저자는 시각, 청각, 미각, 후각, 촉각과 '호르몬'이라는 존재의 작용과 지시에 따라, 인도되며 지배당하는 우리의 사랑과 우리의 혐오, 더 나아가 우리의 모든 관계들을 조명한다. 심리학, 인문학, 동물행동학, 대중문화 등 다양한 영역을 넘나들며 이 감각들의 증거를 하나하나 보여주고 있다."
376,377,결정적 논고,아베로에스,"이슬람 철학의 정수를 보여주는 책. 이슬람 철학사를 통틀어 가장 뛰어난 철학자이자, 아리스토텔레스 저작의 공인된 주석가로 평가받는 아레로에스의 저서이다. 신학과 철학의 공존을 모색한 아베로에스의 혁신적인 주장은 당대 이슬람 사회보다 종교와 문화가 다른 그리스도교 세계에서 오히려 많은 지지를 얻었다."
377,378,청소년을 위한 서양문학사 상,김계영,"청소년을 위한 역사 교양 시리즈 <청소년을 위한 서양문학사> 상권. 서양문학사 전반에 걸쳐 등장했던 다양한 사조와 폭넓은 작품세계를 보여주는 책이다. 영국, 프랑스, 독일, 이탈리아, 미국뿐만 아니라 제3세계라고 일컬어지는 라틴 아메리카의 문학까지 폭넓게 다루고 있다. 다양한 작품과 작가들의 세계를 심도 있게 이해할 수 있는 발판을 바련해 준다. <청소년을 위한 서양문학사>는 단편적 지식의 이해를 돕기 보다는 서양문학의 전체적인 흐름을 알려주는 데 중점을 두었다. 주요 이야기를 엮어 나가는 중간 중간에 다양한 에피소드를 삽입하여 서양문학사를 좀 더 쉽고 친근하게 느낄 수 있도록 했고, 풍부한 시각적 자료들을 함께 수록하였다. 상권에서는 그리스 로마 신화에서부터 괴테까지, 신화시대부터 중.."
378,379,부족해도 넉넉하다,안대회,"시대가 바뀌어도 사람은 변하지 않는다!옛 선인들의 삶에서 찾아낸 소중한 인생 경험과 깨우침을 만나보자.천년의 지혜와 만나는 안대회의 세상 이야기 『부족해도 넉넉하다』. 삶의 지혜가 가득한 선인들의 이야기를 수록하고 안대회의 해설을 덧붙인 인생 지침서. 고전 읽기와 탁월한 분석으로 정평이 나 있는 성균관대 한문학과 안대회 교수가 인생을 주제로 한 50편의 고전문학을 소개한다. 인생, 부부관계, 아버지와 아들, 도시의 모습, 뇌물, 벼슬을 얻기 위해 벌이는 사투 등 현대와 그다지 다르지 않은 고전의 세계가 펼쳐진다.이 책은 총 7부로 구성되어 있다. 세상사는 재미를 담은 1부와 우리네와 별반 다를 것 없는 고전 속에 담긴 삶의 이야기들을 풀어낸 2부. 일상을 통해 삶을 사색하는 이야기들을 펼쳐내는 3부와 욕심 .."
379,380,세계종교로 보는 죽음의 의미,존 바우커,"새로운 시각에서 죽음에 대한 세계종교의 해석들을 살펴보는 책. 1993년에 하퍼콜린스 종교 부문 저작상을 수상한 작품으로, 종교의 기원에서부터 죽음의 궁극적인 의미까지 탐색하고 있다. 저자의 개성적인 관점과 더불어 유일신 종교를 비롯해 힌두교와 불교 같은 동양 종교에 관해 해박한 지식과 치밀한 이해를 보여준다.이 책은 유대교, 기독교, 이슬람교, 힌두교, 불교의 교의와 의례에 대한 꼼꼼한 분석을 통해 죽음에 대한 세계종교의 해석들이 보상설로 환원될 수 없을 만큼 풍부하고 다양하다는 사실을 드러낸다. 또한 '희생'이라는 주제로 죽음에 대한 세속의 해석들과 종교의 해석들이 만나는 지점을 살펴보고, 양자의 관점이 서로를 강화할 수 있다는 점을 논의하고 있다."
380,381,우리말 철학사전 3,우리사상연구소,"감각, 근대, 개인을 철학을 주체적으로 사유하여 정리한 우리말 철학사전3. <우리말로 철학하기, 주체적으로 사유하기>의 대원칙 아래 철학개념의 기원과 유래를 우리의 생활세계에서 우리말로 고민하며 그 개념을 체계적으로 정리했다."
381,382,세계문학사의 전개,조동일,"세계문학사 이해의 새로운 원리와 방향을 제시한 책. 사냥을 생업으로 하는 사람들의 춤추고 굿하는 등의 '원시문학', 정치적 지배자 집단의 우월성을 나타내는 자기중심주의가 다양한 형태로 표현된 '고대문학', 공동문어문학에서 제시한 보편주의를 민족어 기록문학을 가지고도 서로 다른 양상으로 재창조한 '중세문학', 민중의식의 성장으로 구비문학의 재창조가 활성화 된 '중세에서 근대로의 이행기문학', 민족주의를 새로운 이념으로 제시한 '근대문학' 등으로 분류해 서술함으로써, 세계문학사의 전개를 한 눈에 볼 수 있도록 한 연구서이다."
382,383,한용운 평전,고은,"시인만으로 말해져야 하며 그것만으로 말해질 수 없는 사람. 승려만으로 말해져야 할 때 승려를 넘어서버린 사람. 한국 최대의 전인적 규모의 사상가, 예술가, 실천가. 민족 최대 암흑기에 한 '정신'을 풀무질했던 한용운의 위대한 생애와 문학을 다룬 책이다."
383,384,국문학과 민족 그리고 근대,강명관,"'민족'과 '근대'가 국문학사에 미친 영향을 살펴본 책. 저자는 민족이 스스로 근대로 걸어갔다는 전제에 대해 본격적으로 생각한 결과 '민족'과 '근대' 두 어휘가 국문학사를 구성하고 있다는 것을 깨닫게 되었다고 말한다. 국문학이란 분야에서 민족주의와 '근대'가 국문학을 어떻게 구성하고 서술을 강제했는지를 다루고 있다. 이를 통해 우리 국문학사의 민족과 근대 찾기가 쓸모없을 뿐더러 유해하기까지 한 행위였다고 주장하며, 시대에 의해 자의적으로 해석된 국문학사를 비판한다. [양장본]"
384,385,스누피의 글쓰기 완전정복,"몬티 슐츠, 바나비 콘라드","스누피에게서 가장 훌륭한 점을 찾는다면 늘 개집 위에 타자기 앞에 앉아 있다는 것이다. 글을 쓰는 타자기 앞의 스누피. 이 책에는 잭 캔필드, 시드니 셀던 등 유명 작가들이 들려주는 글쓰기의 삶 등이 담겨있다. 그리고 우리에게 친숙한 스누피의 등장으로 가득한 그림들. 독하게 마음 먹고 읽기보다는 여유를 가지고 생각하며 읽는 것이 글을 쓰고자 하는 이들에게 더 가까이 다가올 것이다."
385,386,성경 왜곡의 역사,바트 D. 에르만,"우리는 현재 사용하는 성서에 등장하는 바울이나 예수가 하는 말을 가감없이 그대로 읽고 있다고 생각하기 쉽다. 그러나 이 책이 밝히는 바에 의하면 이는 착각이다. 그건 역사상으로 성경이 전해져 내려오면서 왜곡된 부분이 있기 때문이라는 것. 표지에 등장하는 성경 필사 같은 과정에서 이러한 왜곡이 일어난다는 것이다.성서 본문의 원형을 추적하는 '본문비평학(textual criticism)'을 전공한 지은이는 성서의 번역 필사, 인쇄 등 성서의 사본이 무수히 복제되는 과정에서 개입된 왜곡의 역사를 보여준다. 지금의 구약 39권 신약 27권의 성서가 구성되기까지의 과정을 시작으로, 오류와 오기는 물론, 고의적인 본문 첨가와 변경 등의 왜곡 사례를 깊은 신학적 지식을 바탕으로 소개하고 있다.예컨대 그리스어로 된 초기 .."
386,387,고사성어 문화답사기 1,강영매,"『고사성어 문화답사기』제1권《하남 산동편》. 고사성어에 대해 알아본다. 중국에서 수천, 수백년 전에 탄생한 고사성어가 어떻게 생겨났는지를 알아본다. 산동편에서는 하남성과 산동성에서 발생한 고사성어에 대해 알아본다. 그 외에도 그 밖의 더욱 재미있는 고사성어들을 소개한다."
387,388,"도스토예프스키, 돈을 위해 펜을 들다",석영중,"세계적인 대문호 도스토예프스키의 소설에 담긴 '돈' 이야기<도스토예프스키, 돈을 위해 펜을 들다>는 '돈'이라는 코드를 통해 도스토예프스키의 문학 세계를 재해석한 책이다. 노어노문학과 교수인 저자가 강의를 통해 학생들과 함께 공감하며 도스토예프스키를 재미있게 읽은 현장 경험을 생생하게 되살려냈다. 도스토예프스키의 인간적인 생애와 돈 이야기가 빠지지 않는 소설들을 넘나들며, 통찰력이 빛나는 도스토예프스키의 돈의 철학, 돈의 심리학, 돈의 해부학을 들여다본다.  도스토예프스키는 당장의 생계를 위해, 혹은 빚을 갚기 위해 소설을 썼다. 그는 팔리는 소설을 써서 돈을 벌어야 했으며, 늘 대중의 기호와 시장의 움직임에 부합하는 소설을 쓰려고 했다. '돈과 인간'을 읽어내는 데 천재적이었던 그는 돈을 이해하.."
388,389,협력과 저항,김재용,"이 책은 일제말 한국작가들 중에서 친일 협력을 한 쪽과 협력을 거부하면서 저항을 한 쪽 양자를 '협력'과 '저항'의 이름으로 서술하고 있다.'협력' 편에서는 일제말 작가 중 유명한 문학인인 서정주, 채만식, 최정희 등을 다루고 있고, '저항'편에서는 김기림, 우회적 글쓰기로 저항한 한설야, 망명을 한 김사량 등의 작가를 저항의 유형별로 분석하고 저항의 구체적 내용을 제시하였다."
389,390,오헨리 단편선,오 헨리,"일본어판을 텍스트로 삼은 중역과 그로 인한 오역을 바로잡은 <오 헨리 단편선>. 영문학자 김욱동 교수가 1953년 출간된 <오 헨리 전집>에 수록된 단편 288편을 완독하고 그 가운데 작가의 문학적 특징이 가장 잘 드러난 작품 30편을 엄선해 번역하였다. 특히 '5월은 결혼의 달', '세상 사람은 모두 친구', '카페 안의 세계주의자', '매혹의 옆모습' 등 네 편은 국내 처음으로 소개되는 작품들이다. 단편소설의 형식과 주제에 새바람을 불어넣으며 현대 단편소설의 신기원을 열었던 오 헨리는 사랑과 희생의 고귀함을 전하는 이야기들을 통해 진정한 인도주의를 구현하고 있다. 창작 당시 미국 사회상과 오 헨리 작품의 중요한 소재와 주제가 되고 있는 대도시 뉴욕에 대한 설명 등 작품 전반에 걸친 .."
390,391,순간 속에 영원을 담는다,전이정,"하이꾸에 대한 감상 입문서. 오랫동안 하이꾸를 연구하고 가르쳐온 저자가 전문적인 지식이 없는 독자들도 쉽게 가장 짧은 시로 알려진 하이꾸를 감상 할 수 있도록 한 교양서로 간결한 문학성을 어렵지 않게 이해 할 수 있도록 도와준다. 저자는 하이꾸 작품을 쓰고 읽고 감상하는 데 기본이 되는 '17음 정형' '계절을 상징하는 키코가 시에 포함되어야 한다' '시에서 의미가 일단락되어 끊어지는 부분이 있어야 한다는 점'의 규칙 알아야 시를 움직이는 결정적인 힘을 파악할 수 있다고 한다. 하이꾸를 제대로 감상하기 위해 꼭 필요한 기본지식을 설명하고, 하이꾸 시단을 이끈 시인들의 대표작과 봄.여름.가을.겨울.신년의 자연 풍광을 바탕으로 사람들의 삶 깊숙이 파고 들어 공감대를 불러 일으켜온 사계절의 명구들이 포함하여, 오.."
391,392,켄 윌버와 신학,이정배,감리교신학대학교 교수 이정배의 『켄 월버와 신학 - 홀아키적 우주론과 기독교의 만남』. 신플라톤주의의 일자론 등을 진화론과 정합시키는 켄 윌버의 세계관을 탐구하여 포스트모던시대 이후의 신학의 가능성을 발견한다.또한 홀아키적 우주론을 통해 기독교 창조론을 재해석하고 있다. 양장본.
392,393,타고난 반항아,프랭크 설로웨이,"누가 변혁을 꿈꾸는가?『사이언스 클래식』12권《타고난 반항아》. 인류 역사를 바꾼 혁명적 사건의 주역들의 전기적 자료를 통해 출생순서와 가족 관계, 창조성에 관하여 설명한다. 과학사학자이자 진화생물학자인 프랭크 설로는 인류 사고방식에 대변혁을 갖고 오는 혁신 사상을 내놓는 사람과 그것을 반대하는 사람들에 대한 내용을 방대한 역사적 자료를 통해 출생 순서 효과와 가족 역학이라는 새로운 답을 제시한다. 《타고난 반항아》에서는 찰스 다윈의 '분화의 원리'를 가족 안으로 끌어들여 부모의 보살핌이라는 동일한 자원을 놓고 경쟁을 벌이는 형제들 또한 성장하면서 자신만의 전략을 구사한다고 주장한다. 그 결과 맏이들은 권력 및 권위와 자신을 강하게 동일시하며 체제 순응적이고 보수적인 반면 동생은 모험적이고 창조적이며 반항적.."
393,394,청소년을 위한 서양문학사 하,김계영,"청소년을 위한 역사 교양 시리즈 <청소년을 위한 서양문학사> 하권. 서양문학사 전반에 걸쳐 등장했던 다양한 사조와 폭넓은 작품세계를 보여주는 책이다. 영국, 프랑스, 독일, 이탈리아, 미국뿐만 아니라 제3세계라고 일컬어지는 라틴 아메리카의 문학까지 폭넓게 다루고 있다. 다양한 작품과 작가들의 세계를 심도 있게 이해할 수 있는 발판을 바련해 준다. <청소년을 위한 서양문학사>는 단편적 지식의 이해를 돕기 보다는 서양문학의 전체적인 흐름을 알려주는 데 중점을 두었다. 주요 이야기를 엮어 나가는 중간 중간에 다양한 에피소드를 삽입하여 서양문학사를 좀 더 쉽고 친근하게 느낄 수 있도록 했고, 풍부한 시각적 자료들을 함께 수록하였다. 하권에서는 바이런에서 귄터 그라스까지 19세기 낭만주의부터 2.."
394,395,21세기 지식 키워드 100,강수택,"우리가 잘 알고 있다는 생각하는 소비사회, 권력, 신자유주의, 전쟁 등의 지식 키워드를 다시 살펴보고 있다. 그 용어가 왜 생겨났고, 어떤 의미가 있으며, 어떻게 쓰이고 있는지를 정확하게 짚어내고 있다. 다음으로 그 키워드를 더 넓고 깊게 이해하기 위해 반드시 읽어야 할 책들이 무엇인지를 소개하고 있다. 그리고 나서 더 깊이 있는 책들을 소개하여 하나의 키워드가 어디까지 확장되는지를 확인할 수 있도록 하였다."
395,396,영혼에 관하여,아리스토텔레스,"아리스토텔레스는 2300년 전의 인물이지만, 이 책에서 소개되는 많은 이론들은 토마스 아퀴나스를 비롯한 중세 신학자들의 연구를 통해 기독교 사상에 수용되었고 지금까지 서구 세계의 정신적인 기반을 이루고 있다. 그가 이 책에서 다루는 주제는 '영혼'과 '신체'의 문제. 흔히 영혼은 인간만이 가지고 있는 것으로 여기지만, 아리스토텔레스와 그 이전 철학자들의 시각은 이보다 더 포괄적이었다. 아리스토텔레스는 인간은 물론이고 인간보다 더 낮은 능력을 가진 동물들도 영혼을 가졌을 뿐만 아니라, 심지어 식물조차도 영혼을 가지고 있다고 생각했다. 아리스토텔레스는 이러한 관점에서 '영혼을 가진, 따라서 생명을 가진 생물들은 어떤 능력과 기능을 가지는가' 그리고 '생물들이 그러한 능력들을 수행함에 있어 영혼과 신체의 관계를 .."
396,397,로마가 만든 영웅들,플루타르코스,"<오뒷세이아>, <일리아스> 등 우리에게 유명한 그리스 고전들을 원전으로 꾸준히 번역하고 있는 천병희 단국대 교수가 <플루타르코스 영웅전>을 우리말로 옮겼다. 2006년 4월 출간된 <그리스를 만든 영웅들>에 이어 로마의 인물들을 다룬 전(傳)들을 추린 책이다.<플루타르코스 영웅전>은 로마 제정의 학자인 플루타르코스가 고대 그리스와 로마의 입법가, 정치가, 군인, 웅변가 등 50인의 삶과 업적을 기록한 저술집이다. 원제는 <비교 열전(Bioi paralleli)으로, 주로 두 영웅을 비교하는 방식으로 구성되어 있다. 동양의 <삼국지>나 <사기열전>에 비견되고, 셰익스피어의 '비극적 영웅' 개념을 비롯한 여러 서구 지식인의 사상에.."
397,398,평등,알렉스 캘리니코스,"이 책은 평등이라는 근대적 이상의 기원을 17세기와 18세기의 위대한 부르주아 혁명 속에서 찾고, 동시에 그것의 발전을 사회주의적 사유 속에서 추적해 가면서 근대적 이상으로서 평등의 역사적 의미를 고찰하고 있다. 아울러 자본주의 체제하에서 사회적 불평등의 심화 과정을 '경험적`실증적 차원'에서 분석하고 문제점을 제시하는 데 머물지 않고, 그러한 문제의 본질을 해명하고 그 극복방안을 제시하고자 시도하고 있는, 평등에 관한 다양한 철학적 입론들을 '이론적 차원'에서 치밀하게 분석`비판하고 있다."
398,399,동양 천문사상 인간의 역사,김일권,"고대 동양의 천문사상이 지니는 함의와 그 역사과정을 여러 측면에서 살펴본 책. 자연과 사회ㆍ정치 및 인간의 내면세계를 하나의 통일된 원리로 설명하려는 천지인 합일 사상에 대한 이론적 정비를 시도하였다. 저자는 한대부터 당대까지의 국가제천의례사를 연구하면서, 천문사상이 어떠한 정치적ㆍ의례적 기능을 수행하여 왔는지에 대한 역사 기록의 전개과정을 제시하고 있다. [양장본]"
399,400,빈 방에 달빛 들면,송시열 이인상,"조선 선비들이 아내를 떠나보내며 지은 제문 49편을 엮은 책. 민족문화추진회편『한국문집총간』에 실린, 16세기부터 19세기까지의 제문 중에서 아내를 대상으로 한 것을 발췌해 번역하였다. 조선시대 가정에서 남편이 품었던 고민과 아내가 겪었던 고통, 그리고 함께 나누었던 일들이 자세하게 기술되어 있다.아내를 잃은 선비들은 딱딱하고 건조한 내용이 아니라 편지글처럼 다정한 목소리로 살아남은 자의 슬픔을 전하고 있다. 남편의 사랑과 아내의 헌신을 담은 글이 대부분이지만 당시의 습속을 알게 해주는 글도 만나볼 수 있다. 조선시대의 생활사를 알 수 있는 풍속화들과 함께 편집하여 읽는 감동에 보는 즐거움을 더했다."
400,401,탐독,이정우,"<사건의 철학>, <개념―뿌리들> 등의 저서로 알려진 철학자 이정우의 독서 에세이. 사춘기에 읽은 소설과 시, 대학 시절 읽은 자연과학/사회과학 서적들, 본격적으로 학문의 길에 들어서면서 읽은 이론서와 사상서 등 저자의 성장 과정에 따른 독서 여정을 담았다. 저자의 인생에 영향을 끼친 책들을 본인 스스로 1년여간 다시 읽고 이를 바탕으로 쓴 책이다.읽은 책 하나하나마다 평을 다는 대신, 문학(1부)/과학(2부)/철학(3부)의 세 학문별로 저자가 읽은 책들을 글의 주제에 맞게 모아 소개한다. 1부에서는 동서양의 문학작품들을 통해 저자가 인간에 대한 관심을 증폭시키는 과정을, 2부에서는 그 관심을 과학적으로 해명하는 방법론을 터득하는 과정을, 3부는 이리하여 얻은 다양한 지식들을 창조적으로.."
401,402,한국고대의 토착신앙과 불교,최광식,"우리는 무속신앙을 한국의 대표적인 신앙으로 알고 있다. 그러나 무속신앙은 청동기시대에 전래된 외래신앙 중의 하나이며, 실은 하늘, 땅, 산천, 태양, 달, 별, 동식물을 숭배하던 신앙이 우리 고유의 신앙이었다. 이 책은 우리 신앙인 천신신앙과 산신신앙의 '선도(仙道)'를 대표적인 토착신앙으로 보고, 주체적인 입장에서 토착신앙의 변화양상을 추적하였다. 그동안 원시신앙이라는 굴레를 쓰고 외면받았던 토착신앙의 실체를 불교와의 관계를 통해 밝히고 있다."
402,403,명작에게 길을 묻다 1,송정림,"때로는 헤어지고 싶은 생을 새로운 마음으로 다시 시작하고 싶은 사람들을 위해!KBS 라디오 1FM '출발 FM과 함께'의 코너로, 클래식마니아에게 사랑받아온 <명작에게 길을 묻다>. 영혼을 일깨우는듯한 클래식의 아름다운 선율과 DJ의 평화로운 목소리가 어우러진 '출발 FM과 함께'의 <명작에게 길을 묻다>는 바쁜 생활에서도 천천히 아침을 맞이하여 새로운 하루를 보내고자 하는 사람들에게 명작소설을 소개하는 코너다. 이 책은 <좁은 문>, <바람과 함께 사라지다>, <제인 에어>, <누구를 위하여 종은 울리나>, <전쟁과 평화>, <이방인>, <목걸이>, <어린 왕자>, <호밀밭의 파수꾼>, &.."
403,404,의미 만들기의 미술,박정애,"다원주의 시대에 맞춘 미술교육의 새 방향!미술교육을 위한 새 패러다임『의미 만들기의 미술』. 현대의 시각 이론과 교육학 이론의 풍요로운 열매들을 어떻게 미술교육에 적용할 것인가에 대해 서술한 것이다. 표현 기법만 강조하는 기존의 미술교육을 비판하고, 학생들이 살아가는 포스트모던 시대의 다원주의적 가치와 이슈들을 반영하여 문화교육을 제대로 행할 수 있게 안내한다.저자는 21세기의 미술교육이 가야 할 방향을 가늠해 보기 위해 현대 시각 이론과 교육학 이론의 성과들을 소개하고 활용한다. 미술교육의 목표와 교수법을 구체화하여 다양한 실례를 소개한다. 저자가 실제로 학생들과 수업한 내용을 토대로 마련한 수업 안들은 기존의 미술교육에 문제의식을 가진 사람들에게 좋은 대안을 제시해 준다.이 책은 포스트모던 시대의 미술교.."
404,405,한국의 고전 시가,김대행,"이 책은 노래에 대한 기록이 나타나는 기원전 1~2세기부터 시작하여 19세기까지 약 2천여 년 동안 전해져 내려온 한국의 고전시가를 학문적 관점보다는 인간과 삶을 이해하는 데 초점을 맞추어 기술한 것이 특징이다. 한국의 고전시가에 대한 학문적 연구는 다방면으로 이루어져 왔고 지금도 이루어지고 있지만, 우리 삶에서 노래란 무엇인지, 노래를 통해 알 수 있는 옛날 사람들의 삶의 모습은 어떠한지를 꼼꼼하게 살핀 책으로는 거의 이 책이 유일하다고 할 수 있다. 이 책은 특히 ① 한국의 고전시가를 문학적 특질에 따라 구분하고 체계화한 연구는 상당하지만, 그 속에 담긴 사람ㆍ삶ㆍ노래의 본질 등에 주목한 책으로는 처음이며, ② 한국의 고전시가를 문학적 진지성의 관점에서 설명하기보다 우리가 일상에서 늘 가까이하는‘노래’라.."
405,406,시 읽기의 방법,유종호,"문학평론가 유종호 교수가 들려주는 '시 읽기의 방법'을 정리한 책이다. 일반 독자와 문학을 정답게 맺어주는 글을 써보라는 권유에 응답했다는 저자의 말처럼, 시를 제대로 읽고 싶은 사람들은 물론 일반 독자들도 쉽게 접하고 읽을 수 있도록 서술하였다.이 책은 총 50편의 시를 소개하며 한 편 한 편 저마다의 방식으로 읽어나간다. 작품 접근의 다양한 가능성을 통해 스스로 시 읽는 힘을 키울 수 있도록 하였다. 저자는 주체적인 시 읽기와 즐거운 시 읽기를 강조하며, 최종적인 시의 감상은 주체적으로 시를 즐길 수 있게 된 독자들의 몫으로 남겨놓고 있다. 그래서 이 책은 시 읽기에 대해 꼭 필요한 길잡이가 되어주지만, 친절하게 시를 읽어주지는 않는다. 다만 독자 스스로 시를 읽고, 이해하는 과정을 보여줄 뿐이다. 남이.."
